x,y,ux,uy
   4.00000e-01,   1.80000e+00,   8.83560e-04,   4.49536e-02
   4.50000e-01,   1.80000e+00,   4.41786e-04,   4.49536e-02
   5.00000e-01,   1.80000e+00,  -1.45440e-15,   4.49536e-02
   5.50000e-01,   1.80000e+00,  -4.41786e-04,   4.49536e-02
   6.00000e-01,   1.80000e+00,  -8.83560e-04,   4.49536e-02
   6.50000e-01,   1.80000e+00,  -1.32531e-03,   4.49536e-02
   7.00000e-01,   1.80000e+00,  -1.76704e-03,   4.49536e-02
   7.50000e-01,   1.80000e+00,  -2.20873e-03,   4.49536e-02
   8.00000e-01,   1.80000e+00,  -2.65039e-03,   4.49535e-02
   8.50000e-01,   1.80000e+00,  -3.09203e-03,   4.49534e-02
   9.00000e-01,   1.80000e+00,  -3.53365e-03,   4.49532e-02
   9.50000e-01,   1.80000e+00,  -3.97526e-03,   4.49530e-02
   1.00000e+00,   1.80000e+00,  -4.41688e-03,   4.49528e-02
   0.00000e+00,   1.85000e+00,   4.41661e-03,   4.62146e-02
   5.00000e-02,   1.85000e+00,   3.97499e-03,   4.62148e-02
   1.00000e-01,   1.85000e+00,   3.53337e-03,   4.62149e-02
   1.50000e-01,   1.85000e+00,   3.09176e-03,   4.62150e-02
   2.00000e-01,   1.85000e+00,   2.65013e-03,   4.62151e-02
   2.50000e-01,   1.85000e+00,   2.20849e-03,   4.62152e-02
   3.00000e-01,   1.85000e+00,   1.76683e-03,   4.62152e-02
   3.50000e-01,   1.85000e+00,   1.32515e-03,   4.62152e-02
   4.00000e-01,   1.85000e+00,   8.83446e-04,   4.62153e-02
   4.50000e-01,   1.85000e+00,   4.41727e-04,   4.62153e-02
   5.00000e-01,   1.85000e+00,  -1.46525e-15,   4.62153e-02
   5.50000e-01,   1.85000e+00,  -4.41727e-04,   4.62153e-02
   6.00000e-01,   1.85000e+00,  -8.83446e-04,   4.62153e-02
   6.50000e-01,   1.85000e+00,  -1.32515e-03,   4.62152e-02
   7.00000e-01,   1.85000e+00,  -1.76683e-03,   4.62152e-02
   7.50000e-01,   1.85000e+00,  -2.20849e-03,   4.62152e-02
   8.00000e-01,   1.85000e+00,  -2.65013e-03,   4.62151e-02
   8.50000e-01,   1.85000e+00,  -3.09176e-03,   4.62150e-02
   9.00000e-01,   1.85000e+00,  -3.53337e-03,   4.62149e-02
   9.50000e-01,   1.85000e+00,  -3.97499e-03,   4.62148e-02
   1.00000e+00,   1.85000e+00,  -4.41661e-03,   4.62146e-02
   0.00000e+00,   1.90000e+00,   4.41642e-03,   4.74764e-02
   5.00000e-02,   1.90000e+00,   3.97480e-03,   4.74765e-02
   1.00000e-01,   1.90000e+00,   3.53318e-03,   4.74766e-02
   1.50000e-01,   1.90000e+00,   3.09157e-03,   4.74767e-02
   2.00000e-01,   1.90000e+00,   2.64996e-03,   4.74768e-02
   2.50000e-01,   1.90000e+00,   2.20833e-03,   4.74768e-02
   3.00000e-01,   1.90000e+00,   1.76669e-03,   4.74768e-02
   3.50000e-01,   1.90000e+00,   1.32504e-03,   4.74768e-02
   4.00000e-01,   1.90000e+00,   8.83368e-04,   4.74768e-02
   4.50000e-01,   1.90000e+00,   4.41687e-04,   4.74769e-02
   5.00000e-01,   1.90000e+00,  -1.47477e-15,   4.74769e-02
   5.50000e-01,   1.90000e+00,  -4.41687e-04,   4.74769e-02
   6.00000e-01,   1.90000e+00,  -8.83368e-04,   4.74768e-02
   6.50000e-01,   1.90000e+00,  -1.32504e-03,   4.74768e-02
   7.00000e-01,   1.90000e+00,  -1.76669e-03,   4.74768e-02
   7.50000e-01,   1.90000e+00,  -2.20833e-03,   4.74768e-02
   8.00000e-01,   1.90000e+00,  -2.64996e-03,   4.74768e-02
   8.50000e-01,   1.90000e+00,  -3.09157e-03,   4.74767e-02
   9.00000e-01,   1.90000e+00,  -3.53318e-03,   4.74766e-02
   9.50000e-01,   1.90000e+00,  -3.97480e-03,   4.74765e-02
   1.00000e+00,   1.90000e+00,  -4.41642e-03,   4.74764e-02
   0.00000e+00,   1.95000e+00,   4.41631e-03,   4.87382e-02
   5.00000e-02,   1.95000e+00,   3.97469e-03,   4.87382e-02
   1.00000e-01,   1.95000e+00,   3.53307e-03,   4.87383e-02
   1.50000e-01,   1.95000e+00,   3.09146e-03,   4.87383e-02
   2.00000e-01,   1.95000e+00,   2.64985e-03,   4.87384e-02
   2.50000e-01,   1.95000e+00,   2.20824e-03,   4.87384e-02
   3.00000e-01,   1.95000e+00,   1.76661e-03,   4.87384e-02
   3.50000e-01,   1.95000e+00,   1.32497e-03,   4.87384e-02
   4.00000e-01,   1.95000e+00,   8.83322e-04,   4.87384e-02
   4.50000e-01,   1.95000e+00,   4.41664e-04,   4.87384e-02
   5.00000e-01,   1.95000e+00,  -1.47466e-15,   4.87384e-02
   5.50000e-01,   1.95000e+00,  -4.41664e-04,   4.87384e-02
   6.00000e-01,   1.95000e+00,  -8.83322e-04,   4.87384e-02
   6.50000e-01,   1.95000e+00,  -1.32497e-03,   4.87384e-02
   7.00000e-01,   1.95000e+00,  -1.76661e-03,   4.87384e-02
   7.50000e-01,   1.95000e+00,  -2.20824e-03,   4.87384e-02
   8.00000e-01,   1.95000e+00,  -2.64985e-03,   4.87384e-02
   8.50000e-01,   1.95000e+00,  -3.09146e-03,   4.87383e-02
   9.00000e-01,   1.95000e+00,  -3.53307e-03,   4.87383e-02
   9.50000e-01,   1.95000e+00,  -3.97469e-03,   4.87382e-02
   1.00000e+00,   1.95000e+00,  -4.41631e-03,   4.87382e-02
   0.00000e+00,   2.00000e+00,   4.41628e-03,   5.00000e-02
   5.00000e-02,   2.00000e+00,   3.97465e-03,   5.00000e-02
   1.00000e-01,   2.00000e+00,   3.53304e-03,   5.00000e-02
   1.50000e-01,   2.00000e+00,   3.09143e-03,   5.00000e-02
   2.00000e-01,   2.00000e+00,   2.64982e-03,   5.00000e-02
   2.50000e-01,   2.00000e+00,   2.20821e-03,   5.00000e-02
   3.00000e-01,   2.00000e+00,   1.76658e-03,   5.00000e-02
   3.50000e-01,   2.00000e+00,   1.32495e-03,   5.00000e-02
   4.00000e-01,   2.00000e+00,   8.83307e-04,   5.00000e-02
   4.50000e-01,   2.00000e+00,   4.41656e-04,   5.00000e-02
   5.00000e-01,   2.00000e+00,  -1.47459e-15,   5.00000e-02
   5.50000e-01,   2.00000e+00,  -4.41656e-04,   5.00000e-02
   6.00000e-01,   2.00000e+00,  -8.83307e-04,   5.00000e-02
   6.50000e-01,   2.00000e+00,  -1.32495e-03,   5.00000e-02
   7.00000e-01,   2.00000e+00,  -1.76658e-03,   5.00000e-02
   7.50000e-01,   2.00000e+00,  -2.20821e-03,   5.00000e-02
   8.00000e-01,   2.00000e+00,  -2.64982e-03,   5.00000e-02
   8.50000e-01,   2.00000e+00,  -3.09143e-03,   5.00000e-02
   9.00000e-01,   2.00000e+00,  -3.53304e-03,   5.00000e-02
   9.50000e-01,   2.00000e+00,  -3.97465e-03,   5.00000e-02
   1.00000e+00,   2.00000e+00,  -4.41628e-03,   5.00000e-02
